,Caller Number,Call Time,Call Type,Conversation
11091,+1-614-285-6464,05:50:41,normal,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
11092,+1-616-546-8731,03:18:07,normal,What does the dance river do?
11093,+1-214-547-7032,15:33:50,normal,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
11094,+1-614-837-8451,20:34:14,normal,You still around? I could use a half-8th
11095,+1-214-376-3567,20:36:52,normal,They finally came to fix the ceiling.
11096,+1-213-783-6213,07:49:11,normal,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
11097,+1-808-249-5249,12:44:29,normal,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
11098,+1-617-204-7396,11:57:20,normal,Yup i think cine is better cos no need to go down to plaza.
11099,+1-212-494-6466,11:01:08,normal,I am working at the Bosch Company.
11100,+1-503-318-2120,23:11:54,normal,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
11101,+1-901-854-5794,21:00:17,normal,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
11102,+1-617-280-7675,14:28:38,normal,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
11103,+1-212-678-9576,05:17:10,normal,"Jay wants to work out first, how's 4 sound?"
11104,+1-703-937-8515,10:43:06,normal,"This motherboard costs INR 17, 000. But we will give it to you for INR 15,800."
11105,+1-602-890-6952,04:01:11,normal,At WHAT TIME should i come tomorrow
11106,+1-503-674-4481,12:34:11,normal,Thanks chikku..:-) gud nyt:-*
11107,+1-702-826-7578,06:07:12,normal,That sounds wonderful.
11108,+1-512-898-8977,09:48:47,normal,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
11109,+1-614-360-9479,23:42:41,normal,Actually I decided I was too hungry so I haven't left yet :V
11110,+1-901-831-3491,11:09:47,normal,Hi dear we saw dear. We both are happy. Where you my battery is low
11111,+1-614-753-2055,04:51:21,normal,Come to medical college at 7pm ......forward it da
11112,+1-213-356-8055,02:02:33,normal,A guy who gets used but is too dumb to realize it.
11113,+1-614-688-5716,23:55:24,normal,Wait . I will msg after  &lt;#&gt;  min.
11114,+1-206-764-8690,07:36:13,normal,THIS IS A LONG FUCKIN SHOWR
11115,+1-503-379-5800,06:31:50,normal,I.ll hand her my phone to chat wit u
11116,+1-616-776-4055,01:58:35,normal,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
11117,+1-415-954-1573,06:25:22,normal,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
11118,+1-602-508-4613,06:14:43,normal,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
11119,+1-503-691-1923,11:38:50,normal,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
11120,+1-312-626-6404,01:16:33,normal,Your Internet Explorer browser and computer may be compromised by security threats. Call 844-335-2291 now for IMMEDIATE assistance.
11121,+1-305-758-1209,08:35:21,normal,"Its good, we'll find a way"
11122,+1-512-727-1515,20:02:36,normal,Mom wants to know where you at
11123,+1-213-881-3273,07:15:59,normal,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
11124,+1-602-567-6251,09:40:35,normal,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
11125,+1-312-833-9060,12:10:32,normal,From 5 to 2 only my work timing.
11126,+1-808-227-3081,19:55:04,normal,Dude got a haircut. Now its breezy up there
11127,+1-303-914-4889,20:51:09,normal,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
11128,+1-303-699-9831,00:10:36,normal,I fetch yun or u fetch?
11129,+1-702-297-1233,02:19:04,normal,"hii,"
11130,+1-415-985-7911,08:52:52,normal,I asked sen to come chennai and search for job.
11131,+1-702-514-5097,21:49:25,fraud,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
11132,+1-212-795-4939,23:01:26,normal,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
11133,+1-305-660-7418,02:22:40,fraud,We tried to contact you are your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
11134,+1-212-353-3522,05:58:52,normal,Send me yetty's number pls.
11135,+1-602-435-3292,17:36:24,normal,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
11136,+1-602-872-8893,11:20:00,normal,"Sorry, I'll call later"
11137,+1-214-505-6228,23:37:43,normal,Serious? What like proper tongued her
11138,+1-703-584-3910,14:41:46,normal,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
11139,+1-206-338-8536,12:31:40,normal,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.
11140,+1-404-366-9703,11:56:19,normal,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
11141,+1-919-332-1113,19:18:40,fraud,Sir i can know your aadhar card number.
11142,+1-415-608-1183,07:27:06,normal,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
11143,+1-404-541-4648,05:48:27,normal,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
11144,+1-214-799-5785,17:29:14,normal,Meet after lunch la...
11145,+1-213-433-4709,18:41:25,normal,"Sorry, I'll call later"
11146,+1-503-996-5290,18:09:08,normal,i am seeking a lady in the street and a freak in the sheets. Is that you?
11147,+1-305-921-8257,06:15:47,normal,Mm you ask him to come its enough :-)
11148,+1-404-722-8925,22:38:26,normal,Yes.mum lookin strong:)
11149,+1-602-988-6234,17:24:49,normal,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
11150,+1-614-341-4986,17:15:11,normal,I will spoil you in bed as well.
11151,+1-808-761-6803,23:53:02,normal,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
11152,+1-214-678-2541,04:14:44,normal,Okay... I booked all already... Including the one at bugis.
11153,+1-808-793-3545,18:21:31,fraud,"I am from ICICI Bank.  You have received an offer.  To avail this, a 4 digit otp has been placed on your mobile number.  Please share otp with me."
11154,+1-702-992-6639,09:31:44,normal,What about pollution from fireworks on Diwali?
11155,+1-808-678-8383,11:56:27,normal,"Aight, text me tonight and we'll see what's up"
11156,+1-617-957-5935,07:22:13,normal,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
11157,+1-617-737-3219,14:41:50,normal,"Oh hey, I didn’t see you there. Did you already get a table?"
11158,+1-703-472-4436,02:17:56,normal,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
11159,+1-303-405-1702,04:54:18,normal,I am waiting for your call sir.
11160,+1-312-837-5889,05:25:56,normal,No you'll just get a headache trying to figure it out. you can trust me to do the math. I promise.
11161,+1-919-679-4451,12:31:01,normal,Even if he my friend he is a priest call him now
11162,+1-919-956-1053,09:55:59,fraud,Someone you know has asked our dating service 2 contact you! Can't Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
11163,+1-214-720-5495,06:01:49,normal,You call times job today ok umma and ask them to speed up
11164,+1-206-252-1725,15:04:16,fraud,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
11165,+1-213-602-6857,17:37:17,normal,"SMSSERVICES. for your inclusive text credits, please goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge."
11166,+1-901-386-2032,00:18:44,normal,What are you thinking?
11167,+1-901-307-6964,05:37:34,normal,I am going to sao mu today. Will be done only at 12
11168,+1-616-368-5496,05:40:36,normal,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
11169,+1-213-353-4276,12:59:18,normal,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
11170,+1-919-473-2032,14:08:37,normal,In fact when do you leave? I think addie goes back to school tues or wed
11171,+1-512-762-3205,07:15:27,normal,On the road so can't text
11172,+1-703-290-5393,13:01:25,normal,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
11173,+1-214-501-5747,20:13:30,normal,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R."""
11174,+1-503-408-8845,22:45:35,normal,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX"""
11175,+1-703-953-7707,04:56:33,fraud,"You have won ?1,000 cash or a ?2,000 prize! To claim, call 09050000327."
11176,+1-512-843-5221,21:40:12,normal,You are a big chic. Common. Declare
11177,+1-212-242-9939,01:44:45,normal,Sir because you are technical person I had to explain to you all the details that will affect the speed of your connection.
11178,+1-303-496-7489,14:16:48,normal,This phone has the weirdest auto correct.
11179,+1-512-712-3483,23:39:05,normal,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
11180,+1-305-834-4956,10:02:14,normal,"Sorry da thangam, very very sorry i am held up with prasad."
11181,+1-901-825-3301,01:59:03,normal,Well thats nice. Too bad i cant eat it
11182,+1-404-566-8727,08:29:38,normal,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
11183,+1-808-694-4283,02:49:38,normal,Dare i ask... Any luck with sorting out the car?
11184,+1-808-750-5258,17:41:07,fraud,Congrats! 1 year special cinema pass for 2 is yours. Dont miss out!
11185,+1-901-336-5503,13:34:00,normal,Kothi print out marandratha.
11186,+1-602-830-2979,14:47:35,fraud,"hello sir, i am from bank please tell me your card cvv number for your bank verification."
11187,+1-503-386-1609,17:13:38,normal,Full heat pa:-) i have applyed oil pa.
11188,+1-415-283-8961,07:43:05,normal,Am slow in using biola's fne
11189,+1-213-593-2538,16:19:41,normal,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
11190,+1-919-671-9083,21:38:39,normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
11191,+1-703-768-8250,22:49:33,fraud,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
11192,+1-212-807-7794,21:37:13,normal,Did you inform the cops?
11193,+1-702-604-7470,19:34:56,fraud,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
11194,+1-212-543-9108,22:57:16,normal,Check audrey's status right now.
11195,+1-206-788-1717,06:23:50,normal,You still coming tonight?
11196,+1-206-473-8648,13:06:06,normal,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
11197,+1-602-323-7098,11:34:58,normal,I stood there for a while and then I decided to move ahead.
11198,+1-212-649-6080,03:28:39,normal,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
11199,+1-702-244-2386,06:33:54,normal,"ok, how much does it cost?"
11200,+1-206-346-9329,17:52:59,normal,"Geeeee ... Your internet is really bad today, eh ?"
11201,+1-206-492-4346,19:24:35,normal,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
11202,+1-303-336-6444,16:52:59,normal,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
11203,+1-212-598-8963,03:51:18,normal,Yup...
11204,+1-617-421-1665,13:35:01,normal,Lmao. Take a pic and send it to me.
11205,+1-503-486-2568,12:32:37,normal,Hi Princess! Thank you for the pictures. You are very pretty. How are you?
11206,+1-616-233-1145,23:13:20,normal,Do u still have plumbers tape and a wrench we could borrow?
11207,+1-616-258-7136,02:59:08,normal,"Yes, my reg is  Ciao!"
11208,+1-919-774-9877,05:49:48,normal,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
